,author,published_at,updated_at,like_count,text
2059,@7XjakelX7,2023-06-18T16:37:09Z,2023-06-18T16:37:09Z,0,"I hope it’s good, Netflix has been milking us with old recycled movies and foreign old movies and shows, we used to sell 1970s shows to Africa , and now India is doing that to us in Netflix"
2060,@alinandrei6484,2023-06-18T16:34:52Z,2023-06-18T16:35:10Z,0,NO WESTERN ACTORS FOR THIS SERIES ! OTHERWISE YOU WILL RUIN IT !
2061,@nikolabari68,2023-06-18T16:34:00Z,2023-06-18T17:15:19Z,1,"Wait, who's the woman with katana? Tomoko (The Sophon) or someone from the 3 Body Problem game? I can't remember anybody resembling this character in the game though."
2062,@BBwoan,2023-06-18T16:30:04Z,2023-06-18T16:30:04Z,1,I’m so hyped for this I can’t ❤❤❤
2063,@deniss.6205,2023-06-18T16:29:35Z,2023-06-18T16:29:35Z,0,You had me at Double D.
2064,@jakesully6300,2023-06-18T16:23:58Z,2023-06-18T16:23:58Z,0,"Uh, correction . It’s written by the duo that ruined and a gave up on game of thrones . Wonder why the trailer didn’t mention their names ?"
2065,@rbowdenscipio3408,2023-06-18T16:23:25Z,2023-06-18T16:23:25Z,1,"Dumb and Dumber, yay... will they rush through the third book so they can start their next project like last time?"
2066,@PoisonWinnie,2023-06-18T16:20:03Z,2023-06-18T16:20:03Z,0,Disgusting
2067,@TooDarnEasy,2023-06-18T16:12:48Z,2023-06-18T16:12:48Z,1,"At the very end, is that Sophon with the katana? Is this series dipping into all three books in the first season? Idk man"
2068,@poub06,2023-06-18T16:08:04Z,2023-06-18T16:08:04Z,12,"Can't wait for this !! People can say what they want about D&D because of S8, but they took an unifinished series of books written to be unadaptable and made one of the most successful TV show of all time. I can't wait to see what they are going to do with this series!"
2069,@BiteTheDustRequiem,2023-06-18T16:08:01Z,2023-06-18T16:08:20Z,2,White washed. These same white male hillbilly hypocrites crying about a girly children's movie like the little mermaid
2070,@ericshelby7250,2023-06-18T16:04:50Z,2023-06-18T16:04:50Z,0,گند میزنن به سریال
2071,@Pev915,2023-06-18T16:04:47Z,2023-06-18T16:04:47Z,2,As a huge book fan .. I have been waiting for the Netflix version ! Please be good !
2072,@HooverDyson,2023-06-18T15:58:07Z,2023-06-18T15:58:07Z,1,wow!!!  im soooo excited for this!!!!!
2073,@Kenny_G_Loggins,2023-06-18T15:54:42Z,2023-06-18T15:54:42Z,1,"I'm excited for when they tackle ""space food"""
2074,@hansvillenews,2023-06-18T15:53:00Z,2023-06-18T15:53:00Z,0,I hope they can pull it off!
2075,@jsupremo1502,2023-06-18T15:41:59Z,2023-06-18T15:41:59Z,0,semi hyped for this. even china can't avoid forced diversity. Wtf is samwell tarley doing there
2076,@orryyang8846,2023-06-18T15:40:51Z,2023-06-18T15:40:51Z,0,when will this be released?
2077,@dmcinnis23,2023-06-18T15:36:23Z,2023-06-18T15:36:23Z,0,Please don't screw it up.<br>Please don't screw it up.<br>Please don't screw it up.
2078,@h43lio,2023-06-18T15:35:19Z,2023-06-18T15:35:19Z,1,"Please survive until the 2nd book, please survive until the 2nd book... Probably the only trilogy where the middle chapter is the best of the three. Love the series and I hope Netflix doesn't mess this up."
2079,@bensimulator2540,2023-06-18T15:27:01Z,2023-06-18T15:27:01Z,0,This is my jam‼️
2080,@wendyli574,2023-06-18T15:21:59Z,2023-06-18T15:21:59Z,1,什么玩意儿
2081,@weikins5236,2023-06-18T15:14:48Z,2023-06-18T15:14:48Z,1,interesting.... who will be gay or something like that in this series?
2082,@lolwhatidk,2023-06-18T15:14:05Z,2023-06-18T15:14:05Z,3,NOOOOOOOO NOT THE GAME OF THRONES GUYS<br><br>THEY SUCK<br><br>PLEASE GET SOMEONE ELSE
2083,@lolwhatidk,2023-06-18T15:11:38Z,2023-06-18T15:11:38Z,0,what i got from the book series is that the cultural revolution was no fun!
2084,@zanyspams7627,2023-06-18T15:02:38Z,2023-06-18T15:02:38Z,0,WE HEAAAAA
2085,@leac0071,2023-06-18T15:02:10Z,2023-06-18T15:02:10Z,0,Sophon with her sword.
2086,@Petewalker907,2023-06-18T14:47:20Z,2023-06-18T14:47:20Z,1,How come I recognze scenes and charachters from all three books in this trailer?
2087,@jackliu239,2023-06-18T14:44:43Z,2023-06-18T14:44:43Z,5,"I loved the books, it seriiously give me some existential crisis for a few days, I am very much looking forward to see it adopt into TV show. I have high hopes they will succeed, D. B. Weiss and his crew does well when they follow the book, it is only when the book material is not available they scew up, aka the last few seasons of GOT. Good thing is all 3 book of 3 Body Problem is finished, but I hope they won't just do 3 seasons. There are plenty of material to cover for at least 10 years in those 3 books."
2088,@therichieboy,2023-06-18T14:40:46Z,2023-06-18T14:40:46Z,3,The books are utterly brilliant. If this is half as good I'll be happy.
2089,@tuapuikia,2023-06-18T14:40:42Z,2023-06-18T14:40:42Z,0,The story book has lots of flaws. Hope it is fixed in the western TV series.😊😊😊😊
2090,@MochiColorful,2023-06-18T14:39:17Z,2023-06-18T14:39:17Z,0,i have high expectations since the source material and show runners are top notch
2091,@o.ruoroch9869,2023-06-18T14:39:14Z,2023-06-18T14:39:14Z,0,"<a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=01m03s"">01:03</a> Netflix trademark. But only one? You're showing a lot of restraint. 😂"
2092,@leolee4662,2023-06-18T14:39:12Z,2023-06-18T14:39:12Z,0,希望别魔改，网飞品质还有有保证的
2093,@yiwu5397,2023-06-18T14:34:00Z,2023-06-18T14:34:00Z,2,i love how basically all Chinese characters were replaced except the bad guy
2094,@NoOne-jb6lr,2023-06-18T14:32:21Z,2023-06-18T14:32:21Z,0,Pass
2095,@themarra3293,2023-06-18T14:32:13Z,2023-06-18T14:32:13Z,0,Do not answer! DO NOT ANSWER!
2096,@timhong4713,2023-06-18T14:32:02Z,2023-06-18T14:32:02Z,0,"I hope the representation stays true to the book. If the people playing Yang Weining, Wang Miao, and Shi Qiang is white, I'm going to be so very disappointed in the white washing of another Asian story."
2097,@ewab491,2023-06-18T14:30:38Z,2023-06-18T14:30:38Z,1,"Ugh, I forgot it was Netflix making it... hard sci-fi plus a one-day release mode? A recipe for a flop... such a shame :("
2098,@1st.Samurai,2023-06-18T14:30:18Z,2023-06-18T14:30:18Z,0,Why didn't you guys get this drama out earlier😭😭😭
2099,@johnsegarra9979,2023-06-18T14:27:14Z,2023-06-18T14:27:14Z,0,"Wow, I really want to check this out."
2100,@shaney_haro,2023-06-18T14:26:10Z,2023-06-18T14:26:10Z,0,+1 for the Carl Sagan voiceover. Feels very appropriate.
2101,@SubZero8007,2023-06-18T14:23:39Z,2023-06-18T14:23:39Z,0,"I hope those books have an ending, otherwise Benioff and Weiss will do it for you -.-"
2102,@TheXuism,2023-06-18T14:20:57Z,2023-06-18T14:23:50Z,5,"one of the best hard science fiction in 20 years. BTW, as a Chinese sci-fi fan we already watched the Chinese version TV show last year, now comes the Netflix version. can't wait to see!"
2103,@doomhamatime,2023-06-18T14:20:41Z,2023-06-18T14:20:41Z,1,Anyone else get immediately nervous when it said from the creators of game of thrones? I hope they don't mean D and D
2104,@Sir_Elykar,2023-06-18T14:18:40Z,2023-06-18T14:18:40Z,1,"Well we already know that Benioff and Weiss are fine at adaptations, so let’s just hope they don’t run out of source material again 😂"
2105,@Sir_Elykar,2023-06-18T14:17:21Z,2023-06-18T14:17:21Z,0,"Well we already know that Benioff and Weiss are fine at adaptations, so let’s just hope they don’t run out of source material again 😂"
2106,@teraphIl1000,2023-06-18T14:14:10Z,2023-06-18T14:14:10Z,0,I want to watch it now.
2107,@iLoveLeatherNYC,2023-06-18T14:11:39Z,2023-06-18T14:12:25Z,0,"This looks really, really good and to hear it a book adaptation?  Anyone that supports banning books needs to have their head checked, the things you can imagine are limitless, why anyone would support that makes no sense."
2108,@thepandabacon6322,2023-06-18T14:10:55Z,2023-06-18T14:10:55Z,0,hope this is at least half as good as the one Tencent did...
2109,@pirimpallopirimpalli4932,2023-06-18T14:05:13Z,2023-06-18T14:05:13Z,0,"I note every single comment I saw skimming down was by people who read the book. Netflix, I know you probably did this mostly for them, and hope us who haven't might be interested somewhat, but how about you do trailers that tell me a pinch of what the story's about (without giving away)? Or is all anyone cares anymore just FX according to your market research?"
2110,@KK-fi6ms,2023-06-18T14:04:08Z,2023-06-18T14:04:08Z,1,"I just read the summaries of the books. Holy crap, that is some complex and compelling science fiction storytelling. I am reminded of Neal Stephenson's Anathema."
2111,@grinlau1195,2023-06-18T13:59:56Z,2023-06-18T13:59:56Z,0,"There is no doubt that the three-body novel is a work that cannot be fully imaged. I expect Netflix to tell the story of the first part first. As for the last two, well, I hope you can try your best..."
2112,@Darth_Bateman,2023-06-18T13:48:52Z,2023-06-18T13:48:52Z,1,"Word is that by the third book, the characters and story really start to fall flat."
2113,@xungngo,2023-06-18T13:45:30Z,2023-06-18T13:45:30Z,2,"I'd been watching the Chinese series version because I read the books. It's interesting but I have to read the subtitles because my Chinese is elementary. Anyway, due to eye issues I discontinued and maybe this Netflix version I don't have to read subtitles and will enjoy it more. I guess growing up in the states makes me bias and might enjoy the English version more. I hope they don't try to be like GoT and make it 8 seasons. Just end it in 5."
2114,@cecagna,2023-06-18T13:44:07Z,2023-06-18T13:44:07Z,0,"Guys, read the books. You have six months"
2115,@filipzietek5146,2023-06-18T13:42:30Z,2023-06-18T13:42:30Z,1,3 Body the racist version
2116,@rabbitazteca23,2023-06-18T13:34:08Z,2023-06-18T13:34:08Z,1,Apparently this is based on a book?
2117,@rabbitazteca23,2023-06-18T13:31:54Z,2023-06-18T13:31:54Z,3,perfect trailer. The mixture of ancient China and Sci-fi alien genre is going to be interesting.
2118,@rabbitazteca23,2023-06-18T13:30:55Z,2023-06-18T13:30:55Z,0,woah this looks intense!
2119,@indian3021,2023-06-18T13:21:26Z,2023-06-18T13:21:26Z,4,"who havent read this book yet, this show is going change you forever, this book have ability to change your perception toward everything, i dont know how will they show such grand scene on screen i have doubts but yes its gonna be amazing, hope so first season will get amazing viewership and we will be able to see most interesting part the dark forest"
2120,@indian3021,2023-06-18T13:17:49Z,2023-06-18T13:17:49Z,0,wow i think about this is in morning and now i am seeing it amazing
2121,@Transformers217,2023-06-18T13:17:43Z,2023-06-18T13:17:43Z,0,I hope this is a good series.
2122,@sudimara7731,2023-06-18T13:13:53Z,2023-06-18T13:13:53Z,1,I've been watching a lot of 3 Body Problem content on YouTube for the past weeks. And then this...
2123,@essenai,2023-06-18T13:12:46Z,2023-06-18T13:12:46Z,2,I pray that political correctness doesn't ruin this show.
2124,@user-ip2ci5cz6k,2023-06-18T13:12:12Z,2023-06-18T13:12:12Z,0,美国拍中国人写的基于中国历史的科幻小说，结果反派都是中国人，救世主全是美国人
2125,@sifankhanturk7086,2023-06-18T13:07:51Z,2023-06-18T13:07:51Z,1,Very exited to see this movie love you eiza big fan from india sk 😎😎😍💝😎💓😎💓😎🔥😎🙌😎🙌😎💝😎💝😎💓
2126,@RafaelMachadodeSouza,2023-06-18T13:06:29Z,2023-06-18T13:06:29Z,0,you have 6 months to read the books.
2127,@blessthismess85,2023-06-18T12:59:46Z,2023-06-18T12:59:46Z,0,"Benioff and Weiss are helming this? WHY? Did people not remember what those assholes did the last few seasons of GoT?! Those two should not be allowed to do anymore series (yes I understand they had no source material,  I still stand by my statement)"
2128,@tomli9793,2023-06-18T12:57:13Z,2023-06-18T12:57:13Z,0,The Asians in the show are so white
2129,@blues3575,2023-06-18T12:54:29Z,2023-06-18T12:54:29Z,0,who is LuoJi?
2130,@PratikBhattacharya3010,2023-06-18T12:51:51Z,2023-06-18T12:51:51Z,3,For the ones who have read the book --- this is too exciting!!
2131,@puntloosPD,2023-06-18T12:50:38Z,2023-06-18T12:50:38Z,2,"YES NETFLIX, YES"
2132,@zorloc111,2023-06-18T12:48:32Z,2023-06-18T12:48:32Z,0,The existential dread and horror from these books kept me up at night.<br>Can the television adaptation do that as well?
2133,@dangarthemighty0980,2023-06-18T12:45:41Z,2023-06-18T12:45:41Z,1,"That was awesome, I have been looking forward to this for a long time. I only wish that we didn't have to wait till next year. The anticipation is real. 😃"
2134,@anearthian894,2023-06-18T12:43:28Z,2023-06-18T12:43:28Z,2,Wait wait....Am I the only one who heard Carl Sagan's voice.
2135,@PurpleSoul8,2023-06-18T12:42:04Z,2023-06-18T12:42:04Z,0,Цікаво) обов'язково гляну)
2136,@WitchyBlueMoonlight,2023-06-18T12:40:21Z,2023-06-18T12:40:21Z,2,"""From the creators of Game of Thrones"" actually isn't a good way to hype a series"
2137,@judewang8583,2023-06-18T12:35:52Z,2023-06-18T12:35:52Z,1,Resist the pressure of CCP.I hope the series stays true to the books
2138,@Langkowski,2023-06-18T12:33:27Z,2023-06-18T12:33:27Z,0,"One season, and then Netflix will probably cancel it"
2139,@MainShunyaHiSahi,2023-06-18T12:16:13Z,2023-06-18T12:16:13Z,1,"Do not love it too much, they will give you hope and then they will cancel its second season....I REPEAT!!"
2140,@potatomo9609,2023-06-18T12:14:34Z,2023-06-18T12:14:34Z,0,Ahhhhhhhh 🥺
2141,@Cezar_Wolf84,2023-06-18T12:14:16Z,2023-06-18T12:14:16Z,2,Can anyone tell me if this is Carl Sagan's voice ?
2142,@ometofu,2023-06-18T12:11:50Z,2023-06-18T12:11:50Z,0,This looks Epic!
2143,@johnsonphang471,2023-06-18T12:04:44Z,2023-06-18T12:04:44Z,1,"Just finish the first book, this is so freaking awesome !!"
2144,@CogNoman,2023-06-18T11:59:16Z,2023-06-18T11:59:16Z,1,"3 Body Problem talks a lot about the Chinese Cultural Revolution, and presents it as a time when an ideology took over China and anybody who didn't agree with that ideology was punished, censored, and misrepresented in media and propaganda. It will be interesting to see how Netflix approaches that aspect of the story, considering that Netflix does a similar thing to people who disagree with their 'woke' ideology..."
2145,@whitewalker3292,2023-06-18T11:58:32Z,2023-06-18T11:58:32Z,0,These trash writers are not GoT creators. G RR Martin is. This two dumbs ruined the best show ever.<br>Cancel benioff and Weiss. They should be unemployed
2146,@sneakonproductionz,2023-06-18T11:51:18Z,2023-06-18T11:51:18Z,0,OMG OMG OMG
2147,@ng597,2023-06-18T11:50:37Z,2023-06-18T11:50:37Z,0,You'd better watch the Chinese TV series. It's 30 episodes long but at least it a canonical representation of a first book.
2148,@MA-go7ee,2023-06-18T11:47:32Z,2023-06-18T11:47:32Z,0,The books have great ideas but pretty mediocre story telling IMO. Hope the series can improve that aspect of it.
2149,@Koch-kn5ic,2023-06-18T11:46:42Z,2023-06-18T11:46:42Z,0,Don't lose to Tencent! !
2150,@etzenhammer,2023-06-18T11:41:02Z,2023-06-18T11:41:02Z,0,loudest trailer ever
2151,@timhough,2023-06-18T11:32:00Z,2023-06-18T11:32:00Z,1,"""From the creators of Game of Thrones"" is not really a good selling point...keep that part quiet and you'll get more viewers!"
2152,@envoydawn5275,2023-06-18T11:31:04Z,2023-06-18T11:31:04Z,1,Hope it can be better than the china mainland animation three body
2153,@jilaxwest9770,2023-06-18T11:24:44Z,2023-06-18T11:24:44Z,0,Please dont tell me this is one movie. HOW CAN YOU DO THE SOURCE MATERIAL JUSTICE IN ONE MOVIE?
2154,@nicinat0r,2023-06-18T11:23:37Z,2023-06-18T11:23:37Z,8,"Quinns Ideas brought this fascinating book series to my attention, I can really recommend his videos about 3 Body problem! Im really hoping they do this franchise justice, there is great potential in there"
2155,@jilaxwest9770,2023-06-18T11:21:34Z,2023-06-18T11:21:34Z,3,"Why is this coming out on netflix? its probably gonna be 10 episodes, meanwhile the chinese already made an amazing three body problem series that is 30 episodes long (1st season) not a big fan of this. yeah im happy the tree body problem will reach more people but not at the cost of staying true to the source material. also is Dumb and dumber not involved with this from game of thrones?"
2156,@user-rf4gn8bf2e,2023-06-18T11:13:11Z,2023-06-18T11:13:11Z,0,烂作预订
2157,@youtube_moderator,2023-06-18T11:08:08Z,2023-06-18T11:08:08Z,2,The CGI looks cheap
2158,@Chris-kh2vi,2023-06-18T11:07:47Z,2023-06-18T11:07:47Z,3,very interested to See how they will Display the Folding of the planets from 3d into 2d... when reading the books I couldnt even imagine it.
2159,@keatonstone,2023-06-18T11:05:53Z,2023-06-18T11:05:53Z,20,"People who know me, know how obsessed I am with this trilogy.  I've had a fair few puzzled faces over the years and people thinking I was a bit mad for harping on about it being the greatest sci-fi of all time (in my opinion).  This was somewhat vindicated however... when Netflix later announded it was to be adapted for them by the Games of Thrones writers, in the biggest television drama deal of all time and with Brad Pitt, Rosamund Pike, Rian Johnson & Ram Bergman Exec'ing!  <br>And now there is finally a release date -  CANNOT WAIT!!"
2160,@univeriseman8008,2023-06-18T11:02:53Z,2023-06-18T11:03:21Z,0,But anyway i was curious because Quinn kept on saying this is series is so horrifying but he reads scifi I find boring and convoluted.<br><br>The trailer looks like footage for Destiny lore lol. He said it has tbe scariest aliens
2161,@arenkai,2023-06-18T10:56:52Z,2023-06-18T10:56:52Z,313,"I'm so hyped !<br>One of the greatest sci-fi stories ever written.<br>You have gold in your hands Netflix, please don't mess this up"
2162,@keirafrost474,2023-06-18T10:53:53Z,2023-06-18T10:53:53Z,2,"It's such a big claim to say this is like ""nothing you've ever seen before"", considering Three-Body literally aired it's c-drama adaption and donghua months ago..."
2163,@ThatOneGuy7550,2023-06-18T10:53:49Z,2023-06-18T10:53:49Z,2,Can't wait for the GoT bros to ruin this and then it gets prematurely cancelled
2164,@yuyugong550,2023-06-18T10:48:30Z,2023-06-18T10:48:30Z,0,"It can't be a good film. From the trailer, there is a serious lack of refinement. The reason for is the arrogance, orientalism and Political correctness peculiar to the West. They were not filming for the Three Body Problems, but for the Cultural Revolution."
2165,@yuwangqi6487,2023-06-18T10:48:26Z,2023-06-18T10:48:26Z,1,不是，整个故事的背景都改到美国了，所有角色都改了就叶文杰不改……
2166,@yuwangqi6487,2023-06-18T10:47:07Z,2023-06-18T10:47:07Z,1,怎么有种要改编成垃圾的感觉。(￢_￢)
2167,@johnnyzli,2023-06-18T10:45:38Z,2023-06-18T10:45:38Z,0,Hope is good 🤞🤞
2168,@summary_k6796,2023-06-18T10:44:10Z,2023-06-18T10:44:10Z,1,"For me, this looks like any other Netflix production. Cheap action. They make it look like an action thriller even though the book is calm and uneasy without harsh action. The last scene with the sword and the flickering title seem trashy and out of place for a science fiction epos. Netflix also seems to have swapped again a male protagonist for a female one. I will watch the show but I don't have high hopes after this trailer..."
2169,@Protick,2023-06-18T10:36:42Z,2023-06-18T10:36:42Z,2,I hope the readers of this book series can stop expressing their hopes and just watch the damn show.
2170,@jazeelane,2023-06-18T10:35:57Z,2023-06-18T10:35:57Z,0,We all know that Netflix can't do a show like this. Only HBO or Apple could achieve a good implementation of the books.
2171,@Leprutz,2023-06-18T10:31:48Z,2023-06-18T10:31:48Z,0,That looks miserable.
2172,@charleystube3835,2023-06-18T10:26:42Z,2023-06-18T10:26:42Z,0,Damn what’s up with cgi these days? 😂
2173,@huimonkey5070,2023-06-18T10:23:26Z,2023-06-18T10:23:26Z,1,Wonder how this version compares to iqiyi's version.
2174,@maitrayeesengupta1973,2023-06-18T10:21:44Z,2023-06-18T10:21:44Z,0,It's look like pretty near to West world.....🙄
2175,@spekopz,2023-06-18T10:20:08Z,2023-06-18T10:20:08Z,2,"""From the creators of Game of Thrones"" - Is this Dumb & Dumber??"
2176,@SudiptaBorahiitr,2023-06-18T10:16:18Z,2023-06-18T10:16:18Z,0,ohhhh!!! lets goooo!!!
2177,@kuriharamari7781,2023-06-18T10:16:03Z,2023-06-18T10:16:03Z,1,C-drama version looked better than this.
2178,@yy-sk9gw,2023-06-18T10:15:49Z,2023-06-18T10:15:49Z,0,出来大健身了
2179,@HungerGamesfood,2023-06-18T10:15:38Z,2023-06-18T10:15:38Z,0,CGI sucks
2180,@KK-fi6ms,2023-06-18T10:05:53Z,2023-06-18T10:05:53Z,0,Love the use of Glass's music.
2181,@RicardoPestana,2023-06-18T09:57:32Z,2023-06-18T09:57:32Z,1,i hope it's better than the book because the book is pretty meh
2182,@Nurpus,2023-06-18T09:56:34Z,2023-06-18T09:56:34Z,2,PLEASE take it slow and follow the books. You what happened last time these guys stopped following the source material.
2183,@JoshuaCodes,2023-06-18T09:49:12Z,2023-06-18T09:49:12Z,0,Kinda dissapointed this will be in English. I thought it would be subtitled instead.
2184,@Toxickys,2023-06-18T09:48:34Z,2023-06-18T09:48:34Z,2,"Compared to the chinese adaptation, this looks so bad sorry."
2185,@Wrijvingsloos,2023-06-18T09:46:33Z,2023-06-18T09:46:33Z,3,Carl Sagan voiceover!
2186,@WackyConundrum,2023-06-18T09:43:36Z,2023-06-18T09:43:36Z,0,I hope the series will be better than the book.
2187,@johnnydallas,2023-06-18T09:41:33Z,2023-06-18T09:41:33Z,1,Yeah how is that star wars series going?
2188,@revolvency,2023-06-18T09:41:20Z,2023-06-18T09:41:20Z,1,I have doubt they will finish this series :( two season top 😢 I don't see any promo material on Twitter (outside Netflix accounts)
2189,@BrenzOTnT,2023-06-18T09:39:20Z,2023-06-18T09:39:20Z,0,Oh goodness please don't butcher this westerners 😢
2190,@moonshinebling,2023-06-18T09:31:57Z,2023-06-18T09:31:57Z,2,Finally!!! Waiting
2191,@ivo3598,2023-06-18T09:28:10Z,2023-06-18T09:28:10Z,3,It will be not as good as Three-Body from Chinese. And it will be not that faithful to the book. Chinese Three-Body is like 30 episodes. Its crazy detailed and its truly like in the book.
2192,@amcaesar,2023-06-18T09:27:07Z,2023-06-18T09:27:07Z,0,"This says nothing about what this series is to be, other than that Netflix hates location shoots and loves greenscreen."
2193,@mrsheldon9134,2023-06-18T09:24:52Z,2023-06-18T09:24:52Z,11,"Having already watched the Tencent series, the thematic differences between the two differing adaptations really stands out to me. For one thing, the use of blood in the Netflix version for shock value whereas in the Tencent version there's little to no bleeding. I hope there aren't too many Western actors, but otherwise it looks.... tolerable."
2194,@lucyc5844,2023-06-18T09:15:17Z,2023-06-18T09:15:17Z,1,"I can see so many scenes from the book, this is going to be EPIC."
2195,@805drifter,2023-06-18T09:11:36Z,2023-06-18T09:11:36Z,1,Yesssssss!
2196,@Beef33EE,2023-06-18T09:07:55Z,2023-06-18T09:07:55Z,1,I hope they do it like the Chinese TV show where they stick to the book.
2197,@yousori1194,2023-06-18T09:06:37Z,2023-06-18T09:06:37Z,1,中文名字的角色还是用亚洲人来演吧
2198,@jonbaxter2254,2023-06-18T09:01:23Z,2023-06-18T09:01:23Z,0,Truly wonder how they are going to adapt this mind bending book. Hopefully they don't do their own thing
2199,@supravlieg,2023-06-18T08:54:42Z,2023-06-18T08:54:42Z,0,Loved the books so such a shame this is a Netflix production who will probably turn this into a Chinese propaganda piece.
2200,@zerofux1055,2023-06-18T08:53:16Z,2023-06-18T08:53:16Z,0,Oh yeah 🎉🎉🎉
2201,@murabula2092,2023-06-18T08:42:28Z,2023-06-18T08:42:28Z,2,From the creators of Game of Thrones ......  and with that I'm out.
2202,@nobufelipe3969,2023-06-18T08:41:50Z,2023-06-18T08:41:50Z,0,Will they end it at season 6?
2203,@dasneves721977,2023-06-18T08:38:40Z,2023-06-18T08:38:40Z,0,pirtates of the caribben 5 music? lol
2204,@coyley31,2023-06-18T08:37:54Z,2023-06-18T08:37:54Z,0,Whoa! Never heard of this. Looks dope.
2205,@kevxjn,2023-06-18T08:32:40Z,2023-06-18T08:32:40Z,0,JANUARY 2024
2206,@KarmeshMadhavi,2023-06-18T08:30:19Z,2023-06-18T08:30:19Z,0,I like new story
2207,@GigaAndy,2023-06-18T08:27:26Z,2023-06-18T08:27:26Z,1,"From the creators of ""Game of Thrones""? So we can expect this to be a total mess and deviate from the novels about halfway through? Going to give this a pass."
2208,@dmtmay,2023-06-18T08:21:38Z,2023-06-18T08:21:38Z,1,Cancelled after one season. I'd lay money on it now
2209,@jmalmsten,2023-06-18T08:19:55Z,2023-06-18T08:19:55Z,2,Wait. I'm seeing elements from throughout the book series. I thought the whole idea with getting the game of thrones guys was to use the looming invasion timeline to fill out multiple seasons. But I'm seeing lots of stuff from quite late in the books. Is this just to tease and promise that they're doing all of it?
2210,@crimsonhawk5188,2023-06-18T08:19:46Z,2023-06-18T08:19:46Z,0,"Never read the books but saw the tencent version and quinns idea for summaries and synopses of the story, looks spot on from what the trailer has shown but im curious about that sword scene, tencents version didn't have much way of action in it.<br> <br>But 2024 I was not expecting hopefully it's good enough to shut the doom sayers up XD. looking forward to it."
2211,@raquebarri15,2023-06-18T08:17:04Z,2023-06-18T08:17:04Z,0,No shame to say I hate Game of Thrones writers for what they did to my favorite series so I hope this flops.
2212,@Fishplants,2023-06-18T08:14:23Z,2023-06-18T08:14:23Z,0,From the creators who destroyed the game of thrones series.. nice...
2213,@scottwatrous,2023-06-18T08:12:14Z,2023-06-18T08:12:14Z,0,Fuckin Sophon?!
2214,@nadittag,2023-06-18T08:06:11Z,2023-06-18T08:06:11Z,0,It's time to start reading the book
2215,@slyace1301,2023-06-18T08:04:22Z,2023-06-18T08:04:22Z,0,I wonder how they're gonna ruin this one too. This can be amazing but it's still Netflix
2216,@martaberlin08,2023-06-18T07:55:52Z,2023-06-18T07:55:52Z,1,"Please, do justice to this magnificent saga. The books are one of the best sci-fi literature i have ever read. Don't f*<b>*</b> up, please 😭"
2217,@OrangeTeET,2023-06-18T07:51:51Z,2023-06-18T07:51:51Z,0,Lame
2218,@UniverseOfAtoms,2023-06-18T07:50:55Z,2023-06-18T07:50:55Z,3,"Wow, the Carl Sagan narration was an absolutely fine touch -- bravo!! ♥"
2219,@pablorodriguezandres6300,2023-06-18T07:39:05Z,2023-06-18T07:39:05Z,0,🤔👌👌
2220,@thestarseeker8196,2023-06-18T07:36:40Z,2023-06-18T07:36:40Z,0,give now
2221,@junyu2285,2023-06-18T07:32:52Z,2023-06-18T07:32:52Z,3,IM SO HYPED FOR THIS!!!!
2222,@sumandas9039,2023-06-18T07:26:46Z,2023-06-18T07:26:46Z,1,Wow ♥️ 👌🏻
2223,@WillCalwell,2023-06-18T07:21:03Z,2023-06-18T07:21:03Z,0,"This looks great, but Netflix will cancel it after one season. They always cancel the big-budget shows."
2224,@sanderkiki,2023-06-18T07:18:59Z,2023-06-18T07:18:59Z,2,"This shit is gonna flop, cuz chinese version was so good and no one need this except some idiot westerners. Do something new for a change, stop copying from others."
2225,@SchroomMetanoia,2023-06-18T07:17:45Z,2023-06-18T07:17:45Z,0,"The split Wing Miao Into 4 characters... I'm already pissed off D+D... Tencent did it right, so do not come with (different medium we gotta change things) yeah by erasing the main character and make 4! New ones for the sake of diversity.... The fact that the story takes part in China is kinda the point of the book...."
2226,@Tristyn_Waterman,2023-06-18T07:16:48Z,2023-06-18T07:16:48Z,3,This looks so good!
2227,@krocks429,2023-06-18T07:13:45Z,2023-06-18T07:13:45Z,0,This looks 10x better than the horrid china verision they make.
2228,@IronGiant2790,2023-06-18T07:09:32Z,2023-06-18T07:09:32Z,2,"Please, please, pleeease be good... This could be amazing...."
2229,@rajreddyp8681,2023-06-18T07:00:44Z,2023-06-18T07:00:44Z,0,Looks promising! Can't wait to see it getting canceled
2230,@ardapranowo5545,2023-06-18T06:59:30Z,2023-06-18T06:59:30Z,5,Woww.. I never saw this coming.. One of the best Scifi book ever. Hope the 3 books was covered also to the series. Fingers-crossed
2231,@fomalgayt,2023-06-18T06:58:21Z,2023-06-18T06:58:21Z,2,"По сравнению с Китайским вариантом, это выглядит полной хернёй..."
2232,@AMuco-ct2ih,2023-06-18T06:54:08Z,2023-06-18T06:54:08Z,0,"You will never top the Chinese version, this remake looks meh."
2233,@jessicaarmy-animegirl9454,2023-06-18T06:51:45Z,2023-06-18T06:51:45Z,0,I have know idea what this show is all about but this seems cool
2234,@MikeyPryvt,2023-06-18T06:38:56Z,2023-06-18T06:38:56Z,1,Thx I hate it. Thankfully there's already the clearly superior Tenecent adaptation avail on viki etc
