,author,published_at,updated_at,like_count,text
0,@the-fantabulous-g,2023-12-16T04:21:56Z,2023-12-16T04:21:56Z,1,"Why are there no Asian men in the trailer? For a book adapted from China, you'd expect a ""diverse"" cast to actually have more than 1 Asian female (who traditionally test better with audiences) star in the show. We missed out another chance to open the pipelines for Asians on the big screen."
1,@Edzyboy,2023-12-15T17:12:27Z,2023-12-15T17:12:27Z,0,Good job the books are actually finished.  We all know what happens when D&D have to carry on the story for themselves.
2,@jhtrq1465,2023-12-15T14:27:09Z,2023-12-15T14:27:09Z,0,Why on Earth Netflix have to give this masterpiece to the worst showrunners of the last 10 years ?
3,@SistoActivitatemAtm,2023-12-15T07:29:33Z,2023-12-15T07:29:33Z,0,"Is this just going to be anti China propaganda? Thanks guys who ruined GoT, gonna love ur political commentary"
4,@jeramahia123,2023-12-14T09:19:17Z,2023-12-14T09:19:17Z,0,"For those confused, most of the weird stuff you see in the trailer is from a virtual reality game the characters are playing."
5,@RobotechLegos,2023-12-14T07:31:05Z,2023-12-14T07:31:05Z,1,Sweet jehova<br>I am so jealous of anyone who doesn’t know what’s coming with this story.<br>Best three sci fi books I’ve ever read as far as mind blowing imagination and existential horror
6,@mahagnosis,2023-12-13T16:34:04Z,2023-12-13T16:34:04Z,0,"just finished the book. Totally love it, from the sci fi, the philosophy, the messages, the ending. Hooe the netflix one can handle all of these aspects. I dont care if they change the casts to be multicultural. The story is about earth afterall. But I hope at least Luo Ji is a male asian, which are underrepresented."
7,@lurkerrekrul,2023-12-12T06:49:28Z,2023-12-12T06:49:28Z,0,"So, one season, season finale cliffhanger, and then canceled? Yeah, count me out.<br><br>Maybe when services stop canceling shows on cliffhanger endings, I'll start watching again. Until then I have better things to do than waste my time on something that will probably never have an ending, and that will just leave me hanging."
8,@MarieCrossbow,2023-12-11T22:40:12Z,2023-12-11T22:40:30Z,0,"Love the books, but the adaptation is made by Netflix, so they'll probably screw it up"
9,@ce5523,2023-12-11T16:27:41Z,2023-12-11T16:27:41Z,0,"We will not be watching, D&D writing this means it is guaranteed to suck ass."
10,@arctinnes15,2023-12-11T14:42:44Z,2023-12-11T14:42:44Z,2,"last night I finished the last book of the trilogy and it's the craziest story I've ever read. everything civilizations did, it never really mattered"
11,@thetreeofwoe2304,2023-12-11T02:08:08Z,2023-12-11T02:08:08Z,2,"All the weird Capri Sun product placement throughout this lmao <a href=""about:invalid#zCSafez""></a>"
12,@Maysti87,2023-12-10T13:14:21Z,2023-12-10T13:14:21Z,2,for the love of god netflix dont screw this up like the witcher which was my other favourite book series
13,@hellohi1925,2023-12-09T23:08:29Z,2023-12-09T23:08:29Z,3,"Please do not remove all the Chinese elements from this, like everything the western world does with tea and Japan"
14,@duhanx2,2023-12-09T11:51:13Z,2023-12-09T11:51:13Z,1,"I approved obama and read, perfect ❤"
15,@shakariwilliams6243,2023-12-09T09:04:06Z,2023-12-09T09:04:06Z,0,Clearly DandD can only write from source material. Horrible people and shouldn’t have gotten another job
16,@justicegutierrez6847,2023-12-08T18:52:22Z,2023-12-08T18:52:22Z,1,"I've already watched the Chinese made one, but I'm still gonna watch this one.<br><br>Though Netflix is gonna have a hard time topping the guy they chose to play Da Shi 😭"
17,@jairo9ramalho,2023-12-08T16:35:02Z,2023-12-08T16:35:02Z,1,"I've just finished watching the Tencent production. It a great adaptation. For what I see here, D&D think that Three Body is Matrix 3... will they butch this story too?"
18,@ince55ant,2023-12-08T04:11:28Z,2023-12-08T04:11:28Z,1,just watch the chinese tv show
19,@gtr1112003,2023-12-07T19:40:37Z,2023-12-07T19:40:37Z,3,"sees soldiers flying in the air*<br>people whove read the book: oh no, the transistor!"
20,@shubhmittal27,2023-12-07T04:31:29Z,2023-12-07T04:31:29Z,3,Trisolaris = Japan but a Planet
21,@Damned1208,2023-12-06T17:14:32Z,2023-12-06T17:14:32Z,0,"Выглядит как полное говно, гейфликс как всегда держит планку💩"
22,@SuitUpDubstep,2023-12-05T19:44:35Z,2023-12-05T19:44:35Z,1,"Please, please, please do the books justice!!"
23,@Antarprince,2023-12-05T06:57:42Z,2023-12-05T06:57:42Z,2,"Given how GoT ended, ""From the Creators of GoT"" is not a flex I would use"
24,@richardbenitez1282,2023-12-05T04:59:30Z,2023-12-05T04:59:30Z,1,Am reading series now. Looks good. Looks like Netflix honored the Chinese character of the series.
25,@jezusghoti,2023-12-05T00:58:48Z,2023-12-05T00:58:48Z,0,Yeah lol no thanks. I'm not gonna watch anything from the guys who ruined the ending of Game of Thrones ever again.
26,@DerekCFPegritz,2023-12-04T21:37:48Z,2023-12-04T21:37:48Z,2,"This looks SO much better than the Chinese series--which was a solid adaptation of the first novel, but very bland."
27,@He_who_pooted,2023-12-04T21:15:08Z,2023-12-04T21:15:08Z,1,Man I hope they don't mess this up. This was one of the best and deeply philosophical sci-fi/cosmic horror books that I've ever read
28,@stranger.t181,2023-12-04T20:09:06Z,2023-12-04T20:09:06Z,1,Hey. don't fuckedup this beautiful novel.
29,@GracePang-do2hy,2023-12-04T18:32:58Z,2023-12-04T18:32:58Z,0,The Tencent version of this got me teared up.. I have never read the novel before watching and I think ep 20 onwards are very well made(pacing was slow until ep8)
30,@N1ghtH4wk86,2023-12-04T17:21:28Z,2023-12-04T17:21:28Z,1,Don't f this up Netflix!!!!!!
31,@CharlieBrown-zr9wk,2023-12-03T22:27:13Z,2023-12-03T22:27:13Z,0,Netflix going to woke it up trust me
32,@Antisocialpessimist,2023-12-03T07:47:38Z,2023-12-03T07:47:38Z,0,"""From the creators of Game of Thrones"" as a GOT fan no thank you!"
33,@TheXBiTeX,2023-12-02T03:54:10Z,2023-12-02T03:54:10Z,0,"Там что, те же актеры снимаются, что и в китайской версии? Ох, эти китайцы все на одно лицо :))))))"
34,@Charon-qx7xq,2023-12-01T07:18:25Z,2023-12-01T07:18:25Z,3,Thought this was cool until I saw David Benioff and DB Weiss were writers on it. Hopefully it’s good but I’m not optimistic.
35,@masondill878,2023-11-30T10:58:30Z,2023-11-30T10:58:30Z,1,"In my head, I pictured the first scene in a dank, windowless room..."
36,@mcz420,2023-11-29T22:29:18Z,2023-11-29T22:29:18Z,0,From the creators of game of thrones. No shit. If George r r Martin is involved is gonna be sick. Can’t wait.
37,@Anthony-ik2dw,2023-11-29T17:59:18Z,2023-11-29T17:59:18Z,2,Man I'm just learning about this on Quinn's channel and now I got to decide whether to read the books first to watch the show it's all so exciting I don't know what to do
38,@sethbrusewitz,2023-11-29T11:07:59Z,2023-11-29T11:07:59Z,0,This show feels cheap
39,@user-bs4pb8cq6t,2023-11-28T20:37:06Z,2023-11-28T20:37:06Z,1,"If you want to whitewash every character for ""localization"", why is Ye Wenjie excluded?<br>If you keep Ye Wenjie's ""Cultural Revolution"" background to match the character's develop（i totally suport）,but why  you change others race?<br>You guys make a show like a pure propaganda."
40,@michaelme1548,2023-11-28T13:08:46Z,2023-11-28T13:08:46Z,2,I made it to about half way through the second book.  I couldn't buy into the character's motivations.  They weren't coming across as realistic to me.  The concept is fascinating.  I wish I could get into it but have tried three times and have only made it through about half a book each time.
41,@michaelpineiro533,2023-11-28T09:43:02Z,2023-11-28T09:43:02Z,1,Do not respond.
42,@AJ_Nightfall,2023-11-28T02:12:35Z,2023-11-28T02:12:35Z,1,DO NOT RESPOND
43,@dante2804,2023-11-27T14:54:48Z,2023-11-27T14:59:19Z,0,Just read the first book last week after seeing this trailer for the first time. <br>This seems like a high production value series but as an adaptation I already see they are going to stray away from the source material in some ways. <br>There's a couple of characters here who seem to be pivotal to the show who don't appear in the books at all. I am conflicted about that but at the same time it might be a good way to keep the book readers on their toes. <br>At least they seem to be keeping the main story the same which is what matters. The scene with all the warriors and horses being pulled to the sky just makes me smile as I can't wait for people to actually see what was going on before that happened.
44,@Asynthetic,2023-11-26T22:59:13Z,2023-11-26T22:59:13Z,2,Holly cow this soundtrack... i can listen this all day
45,@ShivamGupta-sr9zf,2023-11-26T18:41:48Z,2023-11-26T18:41:48Z,2,"Netflix, please do not ruin this."
46,@hailandfire1822,2023-11-26T17:35:10Z,2023-11-26T17:35:10Z,1,Sophons are coming
47,@alirezanikkhah,2023-11-26T17:01:21Z,2023-11-26T17:01:21Z,1,Looking forward for this with high hop for better ending
48,@atomiswave1971,2023-11-26T12:38:28Z,2023-11-26T12:38:28Z,0,I hope any battles have some logic strategy to them.  In GOT the main thing that got me was most of the battles didn't have any logic to them.  I'm sure the first few seasons will be good but its the wrap up we need to be weary about.  Its easy to get folk invested into something whilst its all mystery.
49,@rongwu-sj9ws,2023-11-26T03:27:14Z,2023-11-26T03:27:14Z,1,"There's a passage in the book that describes how, when mankind was in utter despair, there were a million people in the square, men and women, men and men, women and women ...... to the fullest extent of , well, that's what it was. I don't expect the Chinese filmed trilogy to faithfully recreate the scene, but I hope Netflix will be brave enough to stay true to the original!<a href=""about:invalid#zCSafez""></a>"
50,@voi8169,2023-11-25T07:46:53Z,2023-11-25T07:46:53Z,1,Hi
51,@justinzhang9935,2023-11-24T17:31:50Z,2023-11-24T17:31:50Z,0,U r absolutely gonna make this story some stink food for ABC and white American.
52,@seaofflowers.,2023-11-24T11:23:32Z,2023-11-24T11:23:32Z,2,"<a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=0m55s"">0:55</a> love that"
53,@kustomkure,2023-11-23T19:25:53Z,2023-11-23T19:26:20Z,2,"Mark my words, it will be filled with anti Chinese anti Communist propaganda. As it happened with Chernobyl. They would never spend money on something if it's not conveying a message that everybody is bad but them."
54,@LucasRodmo,2023-11-23T16:26:54Z,2023-11-23T16:26:54Z,2,"The beautiful devil with a katana sword. chilling, terrifying"
55,@gomupeachu1902,2023-11-23T08:47:37Z,2023-11-23T08:47:37Z,2,Dehydrate everyone !
56,@paulhughes1626,2023-11-22T12:08:51Z,2023-11-22T12:08:51Z,1,The Matricks
57,@Guppy1925,2023-11-21T22:49:19Z,2023-11-21T22:53:35Z,4,Nope. Absolutely loved the books. But I will never trust David Benioff and D. B. Weiss ever again after they butchered GoT. I don’t care if this is an attempt to redeem themselves. Idk what the budget is for this but I’m guessing Netflix got a good deal out of it by hiring them after their utter failure and greedy attempt to have a shot at Star Wars. I have no faith whatsoever in this production to portray it’s masterfully woven story arc. I’d rather watch the animated version that will be released.
58,@LankyBastid-kj2ez,2023-11-21T19:15:22Z,2023-11-21T19:15:22Z,2,"Putting ""From the creators of Game of Thrones"" is very polarizing.  If the ending of this is as bad as the ending of GoT, I'm gonna have to skip this.  There's only one thing that gives me hope - that they have a completed trilogy to base off of.  In GoT, as long as there was material from George R.R. Martin to base off of, those parts were great.  I hope the same thing applies there, but all the way through to the finish.  Hopefully there's not sections too dark to be watchable without high end TV's too."
59,@oscarwoodburn6360,2023-11-21T16:28:02Z,2023-11-21T16:28:02Z,0,I'll watch one episode and if i see one out of place character or deviation from the original text I'm done with netflix
60,@TheMetacritic,2023-11-20T15:49:39Z,2023-11-20T15:49:39Z,0,"I hope the CGI is not final. The sequence at <a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=1m20s"">1:20</a> looks like from a cheap videogame."
61,@factualopinion4275,2023-11-20T13:18:03Z,2023-11-20T13:18:03Z,2,Since it's a completed trilogy & the game of thrones creators did a fantastic job with the seasons they adapted from the books this is going to be a real banger
62,@EKYZX,2023-11-20T13:06:44Z,2023-11-20T13:06:44Z,0,"el destrozo que pueden hacer de los libros puede ser antologico, demencial."
63,@user-dn6yf7zy7j,2023-11-20T02:24:24Z,2023-11-20T02:24:24Z,3,sooooo excited - the books are incredible
64,@Ervideoscope,2023-11-19T22:48:56Z,2023-11-19T22:49:14Z,1,I feel so lucky that I could read the books before the release of the series on Netflix. When the internet will be filled with spoilers it will be hard for newcomers to read the books in silence.
65,@steverose3019,2023-11-19T18:09:48Z,2023-11-19T18:09:48Z,0,"So, did they race/gender swap every single person except Ye Wenjie?"
66,@georgesahinidis7994,2023-11-19T17:09:25Z,2023-11-19T17:09:25Z,2,"Actually i see the first two books but not the third. There is so much depth to it, if you have read the books, and notice how every word of sagan is attached to specific images portraying specific events... Best trailer ever made"
67,@oliverhackett,2023-11-19T02:14:06Z,2023-11-19T02:14:06Z,3,"After watching  the""Three Body Problem"" the ""official"" Chinese series, this version looks really awful."
68,@buckiemohawk3643,2023-11-18T19:04:34Z,2023-11-18T19:04:34Z,1,im watching the original chinese series and omg its amazing.  Is Physics actually real?
69,@ylfmay,2023-11-18T00:56:18Z,2023-11-18T00:56:18Z,0,I am sure that netflix will f this up...
70,@drgonzo305,2023-11-17T23:10:41Z,2023-11-17T23:10:41Z,0,I can’t believe they’re letting those 2 douche bags who ruined game of thrones take on another project?! They will ruin this
71,@Shermos,2023-11-17T07:14:57Z,2023-11-17T07:15:21Z,2,Just watch the Chinese TV series. It was made on a lower budget but is much more authentic.
72,@maxwellsope1080,2023-11-17T06:03:25Z,2023-11-17T06:03:25Z,1,If they adapt the books faithfuly then you guys are not ready for this. This is not gonna be like starwars. That much I can tell you.
73,@fratguy1999,2023-11-16T23:08:37Z,2023-11-17T02:35:19Z,1,"(Incoming conflicting opinion)  I just finished the first novel and I'm sorry but it is NOT a good book.  (And I've been reading Sci-Fi my whole life).  It reminds me of Asimov.  Lots of great ideas. Very meh writing and characters.  The beginning with the Chinese Cultural Revolution was well done and would make an endearing drama... But once the book goes Sci fi it's a bust.  The characters are insanely flat (other than the cop who is one dimensional), the dialog is awful, the plot and motivations makes no sense, the plot holes are insane and anyone who knows anything about science or engineering will not be able to suspend disbelief.    I have no idea how or why this won a Hugo. People keep raving but it feels like the Sci-Fi equivalent to ""Fifty Shades of Grey"".  Insanely popular and not good.   Project Hail Mary, blows 3BP out of the water and it didn't get a Hugo.... Maybe they read the first 60 pages and stopped there?<br><br>I really hope the show can add depth, rationality and personality to an otherwise meh book.  There's tons of visual possibilities with all the fun science (just don't think about it) but we'll see."
74,@larzkruber822,2023-11-16T10:02:38Z,2023-11-16T10:02:38Z,1,From the creators of Game of Thrones...<br><br>is this supposed to be a benefit?
75,@PHE-nomenon,2023-11-16T07:59:47Z,2023-11-16T07:59:47Z,1,Whats the title of the book series? And the other show title?
76,@andin.armenianjourneychron1208,2023-11-15T11:22:23Z,2023-11-15T11:22:23Z,0,LONG LIVE CHINA!
77,@safebox36,2023-11-14T23:43:50Z,2023-11-14T23:43:50Z,0,"I'm so confused, why are they making this?<br>There's already a TV show that came out this year..."
78,@IsighCasserole,2023-11-14T23:29:25Z,2023-11-14T23:29:25Z,1,Don't get me wrong; Wong seems like a cool guy. But while reading the books I was picturing Ma Dong-Seok as Da Shi
79,@guillaumelm8853,2023-11-14T17:23:49Z,2023-11-14T17:23:49Z,1,Please Netflix don't mess with this fantastic novels.
80,@andrewmmbogori8339,2023-11-14T14:09:18Z,2023-11-14T14:09:18Z,1,"Having just finished the first book, I'm looking forward to this. There's already a couple of scenes I recognise and I hope that it'll be a faithful adaptation."
81,@aprilrain4550,2023-11-14T12:46:11Z,2023-11-14T12:46:11Z,4,这个叶文洁选角真不错
82,@flaggerify,2023-11-12T19:05:12Z,2023-11-12T19:05:12Z,0,The dumbed-down title makes it sound like a threesome comedy.
83,@DkGaston,2023-11-12T15:55:02Z,2023-11-12T15:55:02Z,0,"As a fanatic for the books....I approve of every single frame of that trailer except ""From the creators of Game of Thrones"" 😅"
84,@cynicalPixels,2023-11-12T15:14:34Z,2023-11-12T15:14:34Z,0,"Five bucks says they, ruin this before they get Dark Forest"
85,@luckyzhang9564,2023-11-12T13:14:33Z,2023-11-12T13:14:33Z,1,Who can tell me where can watch the whole series when it launched?
86,@dnsnnab,2023-11-12T06:12:58Z,2023-11-12T06:12:58Z,2,比腾讯拍的高级多了
87,@isaiahparadiso3385,2023-11-12T03:49:45Z,2023-11-12T03:49:45Z,6,Best book series I've ever read.  I REALLY hope Netflix nails this.  This is a very VERY hard story to nail narratively and visually.
88,@drumbum3.142,2023-11-11T19:25:47Z,2023-11-11T19:25:47Z,1,Looks Hopeful. 🤞🤞🤞<br>Only Hope/Concern at this point is (if) its Consensual. 🤞
89,@Ibborianee,2023-11-11T18:19:51Z,2023-11-11T18:19:51Z,1,"I’ve never been this excited, the books CHANGED my life a d watching it in action it’s going to be A TRIP"
90,@aronsolomons1484,2023-11-11T09:43:34Z,2023-11-11T09:43:34Z,1,The books are literally my favourite of all time
91,@gabrielontiveros2753,2023-11-10T21:51:15Z,2023-11-10T21:52:21Z,1,"This looks good, but you guys should really be more discreet about the involvement of Dumb & Dumber on this project"
92,@Laura-bd9fx,2023-11-10T16:25:59Z,2023-11-10T16:25:59Z,1,"I've read everywhere on the internet that this will be released sometime in january 2024, but at the end of this trailers it says ""21 march"". Does anyone knows whether this is the official release date?"
93,@shubhamsingh4299,2023-11-10T08:06:35Z,2023-11-10T08:06:35Z,1,Eagerly waiting for this.
94,@atheoristspointofview7059,2023-11-10T06:39:32Z,2023-11-10T06:39:32Z,1,Creators of game of thrones?😨😨😨😨 (hopefully it's not the creators of the last few seasons)
95,@rafayetrahmanratul1059,2023-11-09T22:37:56Z,2023-11-09T22:37:56Z,1,I was very excited for it till I saw DnD is the showrunner. Now a little nervous.
96,@Zaxjz,2023-11-09T18:21:55Z,2023-11-14T06:57:11Z,4,"My only hope is that the movie has ""actual Chinese"" instead of some ugly ABCs. From the trailer Ye Wenjie don’t look nearly as natural as the one in Tencent version. And there better not be any uncanon identities like a random LGBT main character."
97,@MacLarenT1337,2023-11-09T15:56:49Z,2023-11-09T15:56:49Z,2,I'm super excited just to see the dehydrated bodies lmao
98,@ebrahimkhan9804,2023-11-09T14:23:05Z,2023-11-09T14:23:05Z,2,"""From the creators of game of thrones"", oh nooooo😢"
99,@SkodaZek,2023-11-09T03:09:26Z,2023-11-09T03:09:26Z,5,Do not reply<br>Do not reply<br>Do not reply....
100,@gavxps1,2023-11-08T22:29:54Z,2023-11-08T22:31:14Z,2,"I'm worried. Please god they do this right, but I don't know how you can put the first book on screen without taking a whole season. A season where nothing will really happen visually."
101,@ImaginIllyar,2023-11-08T21:51:57Z,2023-11-08T21:51:57Z,1,David Benioff and D.B. Weiss ?  No thanks.  They were what RUINED Game of Thrones.
102,@tgclericoll572,2023-11-08T21:44:15Z,2023-11-08T21:44:15Z,4,Really hope they don't turn this into some action flick. The Three Body Problem is terrifying because (aside from hampering our technological progress and observation) the Trisolarians basically don't (and can't) do anything for a vast majority of the story. These books are about how humanity deals with crisis more than it fights space battles.
103,@johndoe6011,2023-11-08T18:20:15Z,2023-11-08T18:20:15Z,1,"This looks great, but it seems soooooooooooo far away from the books xd. Like what is all those special effects and fighting??? But it looks amazing."
104,@Notrog21,2023-11-08T15:05:42Z,2023-11-08T15:05:42Z,0,Shame its Netflix and will be canceled in a year no mater what...  I'm actually shocked at this stage that people are still paying for Netflix.
105,@drdyer23,2023-11-08T11:44:58Z,2023-11-08T11:44:58Z,1,cannot wait
106,@crhkrebs,2023-11-08T10:42:38Z,2023-11-08T10:42:38Z,1,I must say the preview does have a beautiful look. I was pumped for this until I saw the “from the creators of Game of Thrones” title. The book is full of complex subject matter and ideas which may not translate at all onto the screen. But I will give it a try.
107,@SkodaZek,2023-11-08T01:59:38Z,2023-11-08T01:59:38Z,2,Dee-hye-drate.....
108,@Royrobinson8888,2023-11-07T21:50:34Z,2023-11-07T21:50:34Z,1,"Netflix + the guys who ruined got, yehhhh this is going to be great 😂"
109,@brianshocklee2021,2023-11-07T21:06:06Z,2023-11-07T21:06:06Z,1,What's with all the fiery people and sword nonsense?
110,@woodwyrm,2023-11-07T16:04:10Z,2023-11-07T16:04:10Z,0,"Great, another franchise for Dumb and Dumber to run into the effing ground, THANKS Netflix."
111,@seandunderdale,2023-11-07T15:23:29Z,2023-11-07T15:23:29Z,2,"I know its a teaser, but there are some crimes against VFX in this. Lets hope none of these shots were finals."
112,@sdkmball9228,2023-11-07T12:59:48Z,2023-11-07T12:59:48Z,2,"As a viewer, I hope to see the parts that interest me    such as the Cultural Revolution. But as a lover of science fiction literature    I don’t want the contents of TV series to be all about the Cultural Revolution"
113,@surajitmondal823,2023-11-07T10:25:24Z,2023-11-07T10:25:24Z,1,Hope they don't cancel it in the middle
114,@akirarishi9247,2023-11-06T21:52:44Z,2023-11-06T21:52:44Z,1,this is gonna be bigger than GoT. the books are once in a millennium masterpieces.
115,@MrElladion,2023-11-06T21:44:47Z,2023-11-06T21:44:47Z,0,Let the gender and race swapping begin 😂😂😂😂😂
116,@rohitmuni457,2023-11-06T15:48:48Z,2023-11-06T15:48:48Z,0,I think they have replaced the character of Wang Miao with a girl. Middle aged men are unrelatable to audiences I guess 😂
117,@richardspillers6282,2023-11-06T01:47:18Z,2023-11-06T01:47:18Z,1,Ok I gotta read this series before this gets here. I've heard nothing but good reviews and I love hard sci fi.
118,@garydedalus2016,2023-11-05T23:27:54Z,2023-11-05T23:27:54Z,1,lmao I ain't watchin shit from these GOT idiots
119,@FM-dr6ir,2023-11-05T23:00:56Z,2023-11-05T23:00:56Z,1,"I started seeing and  tough "" HOLY SHiWT NETFLIX WILL HAVE THE BALLS TO MAKE A SERIE ABOUT THE DICTADORSHIP IN CHINA""."
120,@KlausRosenberg-et2xv,2023-11-05T03:34:05Z,2023-11-05T03:34:05Z,1,"The books are to painful to read, you know humanity is doomed when she pressed the button to answer them. A totally possible scenario for humanity if we ever discovered intelligent life."
121,@sp9017,2023-11-05T03:01:58Z,2023-11-05T03:01:58Z,1,Dumb and dumber gonna make this show suck
122,@seanphurley,2023-11-04T19:16:47Z,2023-11-04T19:16:47Z,0,"Gets docked a point for Asian cornyness, 8.5 total score"
123,@louisstfelix312,2023-11-04T17:04:34Z,2023-11-04T17:04:34Z,2,Hi Netflix 3 body problem English dub in fire stick myLive series like lot 3 body problem ❤️❤️❤️😍 Louis
124,@valentinche5237,2023-11-04T16:08:11Z,2023-11-04T16:08:11Z,3,"100% Netflix превратит шикарный роман в манифест про геев, чернокожих и сильных женщин. Эта контора умеет испортить любую историю"
125,@insertoyouroemail,2023-11-04T10:59:19Z,2023-11-04T10:59:19Z,2,"Remember that the ""creators of game of thrones"" are more responsible for the failure of season 8 than they are the success of season 1."
126,@iced_tea99,2023-11-04T05:15:58Z,2023-11-04T05:15:58Z,2,The general public doesn't deserve something amazing as this.  They should keep producing trash Marvel content.
127,@wingspantt,2023-11-03T14:32:41Z,2023-11-03T14:32:41Z,4,"As much as I hate D&D for the ending of GOT, they did a good job adapting the books. As long as they have the material, they can make it compelling on screen. As a book reader, everything here looks faithfully done."
128,@erudit0rum198,2023-11-02T18:29:27Z,2023-11-02T18:29:27Z,2,Sad to see such a great story ruined by Benioff and Weiss.
129,@jamesgornall5731,2023-11-02T18:04:07Z,2023-11-02T18:04:07Z,1,Ommmffgghhhh
130,@oooodaxteroooo,2023-11-02T08:43:27Z,2023-11-02T08:43:27Z,1,Looking boring.
131,@captain4318,2023-11-02T08:05:03Z,2023-11-02T08:05:03Z,1,Had no idea this was around the corner! So excited!
132,@Lornext,2023-11-02T07:26:47Z,2023-11-02T07:26:47Z,3,Do not answer! Do not answer!
133,@JonJonRevolution,2023-11-01T22:17:55Z,2023-11-01T22:17:55Z,93,"I couldn't be more excited. The source material is brilliant, the cast and crew are stellar, and it's got funding to cover all three books. Unless something goes terribly wrong, this is going to be one heck of an event."
134,@WorldBiker,2023-11-01T12:42:17Z,2023-11-01T12:42:17Z,1,The books are pretty damned stark - it will be interesting.
135,@hugoguzman4985,2023-11-01T07:31:11Z,2023-11-01T07:31:11Z,4,"""FROM THE CREATORS OF GAME OF THRONES...""<br><br>I cannot imagine a worse marketing strategy."
136,@laiya2758,2023-10-31T18:12:19Z,2023-10-31T18:12:19Z,3,Ive watched this so many times trying to find out what the scene with the lightning and what appears to be skyscrapers is...
137,@sipa111,2023-10-31T17:42:38Z,2023-10-31T17:42:38Z,1,"If you had never read this book or heard about it, what would you make of this trailer? If you've read the books, the trailer is amazing and you can place the scenes in the books. Without that, there is no context for this trailer. Netflix is spending hundreds of millions of $ to make this series and will want to have as wide a distribution as possible. I'm afraid that they will make choices to make the show popular rather than sticking to the storyline which the majority of readers want. How do you even make a series on the third book, the weakest of the three in my opinion."
138,@Dumb-Comment,2023-10-31T11:53:55Z,2023-10-31T11:53:55Z,3,I wish they respect the original material
139,@DressedRunner,2023-10-30T09:00:29Z,2023-10-30T09:00:29Z,4,"I just finished reading The Dark Forest. Isn't the scene at <a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=0m34s"">0:34</a> belonging to the second book?"
140,@anhleroy,2023-10-30T07:09:45Z,2023-10-30T07:09:45Z,2,OK I may be canceling a streaming service just to get Netflix back for a little while just for this.
141,@gandalfgreyhame3425,2023-10-30T00:20:32Z,2023-10-30T00:30:07Z,4,"So, this was the big money grab that Benioff and Weiss cut short and wrecked the final season of Game of Thrones for?  HBO was willing to give them however many more seasons they needed to finish the Game of Thrones series and instead, they cut and ran and produced a very truncated stinker of a Season 8.<br>I see they brought along Sam Tarly, Davos Seaworth, and the High Sparrow to this series.<br>There's a Made in China version already, and the books are finished, so I guess it's less likely the two can screw this up as badly as Season 8 of Game of Thrones."
142,@meruyertabdreiimova1946,2023-10-29T13:07:56Z,2023-10-29T13:07:56Z,2,"OMG, cant wait to watch it. Now I am on reading second trilogy of 3-body Problem - Dark Forest. ❤❤❤❤"
143,@Yxc5413,2023-10-29T09:18:53Z,2023-10-29T09:18:53Z,3,Suggest foreign friends to watch the Chinese version of the three body TV series! Binaifei is shooting much better
144,@nestharus,2023-10-29T07:24:37Z,2023-10-29T07:24:37Z,2,From The Creators of Game of Thrones is not a thing to be advertising.. that's very much a con.
145,@zyvinlawdome7081,2023-10-29T06:43:30Z,2023-10-29T06:43:30Z,9,"People, for those interested in the trailer music, it's called Philip Glass - Escape (Kummerspeck Remix). <br>Thank me later by likes. If you want."
146,@dannyarcher6370,2023-10-29T03:55:57Z,2023-10-29T03:55:57Z,1,I don't have much interest in series but this might change my mind.
147,@Quibotan_,2023-10-28T13:08:56Z,2023-10-28T13:08:56Z,3,Chinese made best Sci-fi story ever !!!!!
148,@rjsmind,2023-10-27T21:33:08Z,2023-10-27T21:33:08Z,4,I literally just now finished the book and seeing Winijn type those numbers.... <br><br>oh boy what have you done
149,@user-gp9bh6ux3p,2023-10-27T01:52:10Z,2023-10-27T01:52:10Z,2,Who's the actor that will play Wang?
150,@akunbaru5847,2023-10-27T01:47:59Z,2023-10-27T01:47:59Z,4,"Can't wait, even though I've already watched the Chinese version"
151,@discman15,2023-10-26T03:57:45Z,2023-10-26T03:57:45Z,4,I had never in my life felt truly afraid until I read those books
152,@3094usmc,2023-10-25T20:36:14Z,2023-10-25T20:36:14Z,1,This series will scare the crap out of everyone!! I cant wait!!!!
153,@adram3lech,2023-10-25T17:51:31Z,2023-10-25T17:51:31Z,0,"Bok gibi, aynı carl sagan gibi"
154,@BowlofIndoMee,2023-10-25T02:33:34Z,2023-10-25T02:33:34Z,1,When is it coming out?
155,@loveshamie1351,2023-10-24T22:46:47Z,2023-10-24T22:46:47Z,1,Looking forward to it..❤
156,@HiImDannn,2023-10-24T19:09:46Z,2023-10-24T19:09:46Z,0,SHUT UP BOOK NERDS!!! THE VFX LOOKS LIKE HOT GARBAGE
157,@shina779,2023-10-24T18:53:50Z,2023-10-24T18:53:50Z,1,"""From the creators of Game of Thrones"" uh oh..."
158,@MsKotikovna,2023-10-24T11:52:43Z,2023-10-24T11:52:43Z,0,"The book is amazing, the trailer looks like hot garbage."
159,@user-ut8xz8yz1q,2023-10-23T18:53:57Z,2023-10-23T18:53:57Z,2,oh boy - this looks terrible. another conveyer belt sci fi adaptation but i hope i am  wrong. 3 body deserves some Dune type treatment( or even better)  and not to be buried in the Netflix Graveyard
